Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
-138.633,-139.867,2.04067,0.433466
-136.867,-139.7,1.46353,0.318582
-137.533,-139.467,1.78868,0.282572
-137.167,-140,1.46066,0.406838
-137.467,-139.6,1.75691,0.277923
-136.967,-139.467,1.5339,0.265803
-137.167,-139.4,1.5208,0.301719
-136.633,-139.267,1.17197,0.266667
-137.233,-139.633,1.60006,0.344024
-137.367,-139.833,1.32221,0.359064
-137.233,-140.133,1.5878,0.38873
-137.633,-138.933,1.71838,0.266667
-137.233,-139.467,1.49227,0.201907
-137.3,-139.467,1.7275,0.290593
-137.233,-139.5,1.59358,0.286677
-137.167,-139.5,1.72679,0.228689
-137.167,-139.2,1.48563,0.268671
-137.167,-139.167,1.72745,0.295885
-137.467,-139.933,1.78933,0.374268
-137.267,-139.333,1.89429,0.276818
-137.567,-139.367,1.85676,0.260342
-137.733,-139.367,1.7472,0.27744
-137.367,-139.333,1.69413,0.231603
-137.467,-139.567,1.89478,0.282368
-138.767,-139.233,2.37984,0.3205
-137.3,-139.433,1.72683,0.282368
-137.167,-139.133,1.62458,0.243222
-137.067,-139.733,1.65879,0.331951
-137.433,-139.067,2.02665,0.248829
-137.233,-138.7,2.00039,0.249828
-137.367,-139.5,1.6557,0.298463
-137.1,-139.067,1.49278,0.266667
-137.2,-139.233,1.83102,0.302037
-137.4,-139.4,2.13057,0.323771
-137.233,-139,1.42044,0.253708
-137.267,-139.1,1.82633,0.236595
-137.033,-139.233,1.63263,0.26988
-136.833,-139.067,1.46851,0.279299
-137.267,-139.167,1.96635,0.271578
-136.833,-139.233,1.36043,0.294327
-137.067,-139.167,1.66501,0.279915
-136.833,-139.033,1.63516,0.251356
-137.167,-138.733,1.82705,0.234562
-137.4,-139.267,1.75748,0.279299
-136.9,-138.867,1.63394,0.274316
-136.467,-138.933,1.51068,0.244166
-137.067,-139.3,1.83825,0.303807
-137.4,-139.267,1.68673,0.314161
-137.267,-138.667,1.82507,0.319242
-137,-139.033,1.90039,0.285606
-136.833,-139.267,1.56329,0.295302
-136.733,-139.2,1.67052,0.336991
-137.067,-139,1.76096,0.303239
-137.1,-139.333,1.79293,0.289007
-136.833,-139.167,1.60537,0.214869
-136.833,-139.233,1.66718,0.354554
-137.1,-139.1,1.86335,0.281008
-136.4,-138.8,1.37012,0.264358
-137.267,-139.233,1.8257,0.26988
-137.3,-139.233,1.99548,0.3205
-137.1,-139,1.82911,0.214423
-136.967,-138.767,1.76263,0.228354
-137.067,-138.933,1.83136,0.283384
-137.1,-138.567,1.86643,0.218055
-136.6,-138.9,1.57246,0.272705
-136.867,-138.867,1.69972,0.228606
-136.767,-138.833,1.63558,0.254085
-135.967,-138.9,1.22003,0.304563
-136.767,-139.1,1.6015,0.268457
-136.8,-139.233,1.50203,0.298207
-137.1,-139.233,1.86397,0.218055
-136.867,-139.433,1.80404,0.427995
-137.2,-138.767,1.89458,0.261223
-136.933,-138.7,1.83637,0.230691
-136.8,-138.967,1.73629,0.269027
-136.767,-139.067,1.87769,0.214065
-137.2,-138.733,1.89579,0.208626
-136.833,-138.833,1.66718,0.166667
-136.633,-138.733,1.56945,0.253406
-136.533,-138.8,1.39929,0.226923
-137,-139.067,1.83328,0.266667
-137.1,-139,2.07079,0.303239
-136.6,-138.933,1.70772,0.283384
-137.067,-138.833,1.93393,0.291974
-136.733,-138.8,1.67052,0.268671
-136.633,-138.667,1.67365,0.25067
-136.867,-138.7,1.53258,0.180357
-136.8,-138.833,1.66671,0.203889
-136.767,-138.733,1.60365,0.248829
-136.767,-138.933,1.66691,0.203042
-136.5,-138.667,1.64194,0.264068
-136.8,-138.633,1.77298,0.206132
-136.6,-138.9,1.67442,0.276887
-136.567,-138.8,1.60723,0.211182
-136.833,-138.533,1.76888,0.228606
-136.4,-138.733,1.43807,0.1973
-136.633,-138.667,1.64106,0.168382
-136.767,-139.033,1.70171,0.285606
-136.667,-138.467,1.70754,0.19018
-136.633,-138.633,1.7063,0.237241
-136.567,-138.567,1.67448,0.207244
-136.367,-138.367,1.47585,0.162476
-136.333,-138.767,1.54647,0.256785
-136.633,-138.7,1.67571,0.215225
-136.733,-138.733,1.66915,0.191385
-136.8,-138.867,1.66947,0.243222
-136.767,-138.6,1.63629,0.189373
-136.6,-138.8,1.67373,0.241642
-136.533,-138.667,1.78031,0.161411
-136.467,-138.867,1.7497,0.196131
-136.633,-138.867,1.74164,0.278474
-136.467,-139.067,1.68068,0.257902
-136.667,-138.5,1.7422,0.202001
-137,-138.667,1.73139,0.221455
-136.5,-138.8,1.68206,0.255514
-136.633,-138.5,1.67982,0.196229
-136.433,-138.667,1.68064,0.226586
-136.433,-138.6,1.57763,0.206782
-136.5,-138.833,1.60942,0.244871
-136.367,-138.767,1.68529,0.223264
-136.533,-138.567,1.6752,0.183725
-136.767,-138.633,1.91106,0.227345
-136.933,-138.467,2.04036,0.196131
-136.767,-138.633,1.94327,0.237241
-136.4,-138.433,1.68059,0.212718
-136.833,-138.633,2.01094,0.222232
-136.567,-138.533,1.7098,0.218318
-136.3,-138.4,1.51023,0.212267
-136.567,-138.533,1.53704,0.223521
-136.767,-138.933,1.90805,0.244166
-136.333,-138.7,1.64655,0.198558
-136.633,-138.633,1.60494,0.206132
-136.367,-138.667,1.74822,0.181522
-136.7,-138.367,1.7401,0.176057
-136.5,-138.6,1.61013,0.227934
-136.6,-138.5,1.67442,0.202001
-136.833,-138.267,1.90528,0.165629
-136.5,-138.467,1.67658,0.201907
-136.633,-138.467,1.91334,0.196131
-136.733,-138.533,1.94282,0.19018
-136.933,-138.533,2.00627,0.201907
-136.7,-138.6,1.91254,0.232922
-136.6,-138.633,1.91401,0.206132
-136.7,-138.467,1.6338,0.184037
-136.8,-138.567,1.90908,0.212718
-136.8,-138.633,1.90908,0.216998
-136.467,-138.733,1.71185,0.262321
-136.8,-138.733,1.90788,0.270943
-136.667,-138.833,1.91145,0.303555
-136.4,-138.733,1.61145,0.234562
-136.567,-138.8,1.91466,0.246353
-136.7,-138.733,1.94532,0.1973
-136.733,-138.4,1.91061,0.183203
-136.567,-138.633,1.91586,0.200478
-136.967,-138.333,1.9031,0.199616
-136.533,-138.933,1.91709,0.219369
-136.567,-138.533,1.91526,0.171091
-136.667,-138.533,1.87625,0.201907
-136.6,-138.533,1.91341,0.218318
-136.633,-138.733,1.91214,0.214065
-136.567,-138.433,1.71047,0.183725
-136.533,-138.6,1.67451,0.217615
-136.7,-138.567,1.90953,0.195838
-136.667,-138.3,1.91325,0.180357
-136.567,-138.467,1.91346,0.196131
-136.733,-138.733,1.94282,0.208626
-136.5,-138.7,1.9171,0.209817
-136.433,-138.6,1.67927,0.176817
-136.467,-138.633,1.98716,0.188663
-136.667,-138.6,1.91205,0.140606
-136.5,-138.767,1.9189,0.207244
