Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.4,33.3667,28.6
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.067,33.3667,28.9333
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.467,33.3667,28.5333
977.633,1011,33.3667,0
977.633,982.233,33.3667,28.7667
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.267,33.3667,28.7333
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.467,33.3667,28.5333
977.633,1011,33.3667,0
977.633,977.7,33.3667,33.3
977.633,982.2,33.3667,28.8
977.633,1011,33.3667,0
977.633,1011,33.3667,0
977.633,982.033,33.3667,28.9667
977.633,977.667,33.3667,33.3333
977.633,981.933,33.3667,29.0667
977.633,981.8,33.3667,29.2
977.633,981.933,33.3667,29.0667
977.633,981.867,33.3667,29.1333
977.633,981.933,33.3667,29.0667
977.633,982.267,33.3667,28.7333
977.633,981.933,33.3667,29.0667
977.633,982.2,33.3667,28.8
977.633,982.2,33.3667,28.8
977.633,982.433,33.3667,28.5667
977.633,982.833,33.3667,28.1667
977.633,982.4,33.3667,28.6
977.633,982.367,33.3667,28.6333
977.633,982.367,33.3667,28.6333
977.633,982.267,33.3667,28.7333
977.633,982.033,33.3667,28.9667
977.633,981.9,33.3667,29.1
977.633,982.2,33.3667,28.8
977.633,981.967,33.3667,29.0333
977.633,981.833,33.3667,29.1667
977.633,982,33.3667,29
977.633,981.833,33.3667,29.1667
977.633,981.667,33.3667,29.3333
977.633,981.733,33.3667,29.2667
977.633,981.567,33.3667,29.4333
977.633,981.733,33.3667,29.2667
977.633,981.7,33.3667,29.3
977.633,981.667,33.3667,29.3333
977.633,981.767,33.3667,29.2333
977.633,981.8,33.3667,29.2
977.633,981.8,33.3667,29.2
977.633,982.033,33.3667,28.9667
977.633,981.8,33.3667,29.2
977.633,981.933,33.3667,29.0667
977.633,981.667,33.3667,29.3333
977.633,981.733,33.3667,29.2667
977.633,981.667,33.3667,29.3333
977.633,977.667,33.3667,33.3333
977.633,981.667,33.3667,29.3333
977.633,981.633,33.3667,29.3667
977.633,981.733,33.3667,29.2667
977.633,981.667,33.3667,29.3333
977.633,981.767,33.3667,29.2333
977.633,981.733,33.3667,29.2667
977.633,981.533,33.3667,29.4667
977.633,981.6,33.3667,29.4
977.633,981.533,33.3667,29.4667
977.633,981.533,33.3667,29.4667
977.633,981.567,33.3667,29.4333
977.633,981.7,33.3667,29.3
977.633,981.633,33.3667,29.3667
944.3,981.633,46.3437,29.3667
977.633,981.667,33.3667,29.3333
977.633,981.667,33.3667,29.3333
977.633,981.533,33.3667,29.4667
977.633,981.633,33.3667,29.3667
977.633,981.767,33.3667,29.2333
977.633,981.767,33.3667,29.2333
977.633,981.867,33.3667,29.1333
977.633,981.933,33.3667,29.0667
977.633,981.867,33.3667,29.1333
977.633,981.867,33.3667,29.1333
977.633,981.8,33.3667,29.2
977.633,981.733,33.3667,29.2667
977.633,981.733,33.3667,29.2667
977.633,981.733,33.3667,29.2667
977.633,981.833,33.3667,29.1667
977.633,981.867,33.3667,29.1333
977.633,981.867,33.3667,29.1333
977.633,981.933,33.3667,29.0667
977.633,981.833,33.3667,29.1667
977.633,981.833,33.3667,29.1667
977.633,981.867,33.3667,29.1333
977.633,981.967,33.3667,29.0333
977.633,981.867,33.3667,29.1333
977.633,981.933,33.3667,29.0667
977.633,981.9,33.3667,29.1
977.633,981.967,33.3667,29.0333
977.633,981.867,33.3667,29.1333
977.633,981.8,33.3667,29.2
977.633,981.767,33.3667,29.2333
977.633,981.7,33.3667,29.3
977.633,981.767,33.3667,29.2333
977.633,981.733,33.3667,29.2667
977.633,981.767,33.3667,29.2333
977.633,981.767,33.3667,29.2333
977.633,981.667,33.3667,29.3333
977.633,981.667,33.3667,29.3333
977.633,981.733,33.3667,29.2667
977.633,981.633,33.3667,29.3667
977.633,981.633,33.3667,29.3667
977.633,981.8,33.3667,29.2
977.633,981.733,33.3667,29.2667
977.633,981.667,33.3667,29.3333
977.633,981.467,33.3667,29.5333
977.633,981.633,33.3667,29.3667
977.633,981.733,33.3667,29.2667
977.633,981.733,33.3667,29.2667
977.633,981.767,33.3667,29.2333
977.633,981.733,33.3667,29.2667
977.633,981.767,33.3667,29.2333
977.633,981.733,33.3667,29.2667
977.633,981.7,33.3667,29.3
