REINFORCE,BBO,TRS Error Bar,BBO Error Bar
2.4517,0.409674,0.0477566,0.0584302
2.47365,0.32745,0.0489887,0.058569
2.43009,0.40989,0.0505881,0.0456284
2.41424,0.385711,0.0479534,0.0642582
2.45303,0.398723,0.0487214,0.0546396
2.48043,0.468911,0.0500568,0.0440179
2.43566,0.469396,0.0485424,0.0461752
2.46219,0.41817,0.0483774,0.051547
2.41642,0.317145,0.0543743,0.0612427
2.43221,0.347298,0.0484798,0.0568098
2.45424,0.297043,0.0465782,0.075879
2.43466,0.308924,0.0474174,0.0625339
2.36045,0.350924,0.0518205,0.0593772
2.39195,0.358345,0.0503464,0.0466894
2.46845,0.345078,0.04942,0.0530726
2.46785,0.278068,0.0482894,0.0701285
2.38549,0.397182,0.0486441,0.0554244
2.39692,0.311439,0.0492711,0.068169
2.416,0.366168,0.0479099,0.057207
2.45192,0.386695,0.049128,0.0473453
2.45797,0.476183,0.0483146,0.0439053
2.46801,0.383896,0.0485722,0.0493018
2.45364,0.284776,0.0547731,0.0675638
2.41457,0.354341,0.0487,0.0595076
2.47031,0.446288,0.0487308,0.0475593
2.41349,0.290314,0.0491922,0.0706617
2.48566,0.43341,0.0488531,0.0516761
2.42537,0.37011,0.0485293,0.0610892
2.46696,0.468215,0.0485469,0.0472423
2.49013,0.366509,0.0480242,0.0584352
2.52155,0.333614,0.048341,0.0655691
2.43766,0.481921,0.0499166,0.0462648
2.46315,0.402802,0.0489846,0.0533948
2.45034,0.386858,0.0496959,0.0534265
2.45552,0.445436,0.0487127,0.0480479
2.50994,0.398672,0.0478958,0.0546763
2.53032,0.436611,0.0483848,0.0478303
2.40801,0.428054,0.0549366,0.0602367
2.47649,0.470849,0.0475133,0.0517678
2.47876,0.37404,0.0486716,0.0578042
2.47301,0.386348,0.0478482,0.0475533
2.42483,0.4087,0.0519441,0.0571071
2.43372,0.395838,0.0479992,0.0581063
2.49598,0.407893,0.0479451,0.0615099
2.46971,0.409587,0.048937,0.0565053
2.44715,0.368272,0.0488825,0.0590694
2.44305,0.446022,0.0511871,0.0519782
2.41849,0.509021,0.0487585,0.0426074
2.53385,0.370665,0.0470159,0.0766089
2.52129,0.480941,0.0475459,0.0544415
2.43395,0.383422,0.0490267,0.0520731
2.57679,0.451913,0.0480121,0.0548573
2.45935,0.421133,0.0492649,0.0525844
2.5412,0.365987,0.0481469,0.0635809
2.51624,0.401029,0.0490115,0.0523888
2.47522,0.317336,0.0477237,0.0657648
2.45786,0.375382,0.0502482,0.0668292
2.52876,0.430528,0.0488434,0.0490749
2.51223,0.398046,0.0493708,0.0539945
2.52451,0.410812,0.0492349,0.0608595
2.43471,0.42154,0.0482611,0.0583554
2.48641,0.493953,0.0496507,0.0425126
2.47876,0.423328,0.0478809,0.0568549
2.50388,0.385211,0.0489965,0.0567476
2.46375,0.38558,0.0485617,0.0846877
2.49388,0.466323,0.0483694,0.0481349
2.43247,0.398195,0.0487947,0.0632164
2.55142,0.479539,0.0494848,0.05618
2.46994,0.330027,0.0483289,0.0633709
2.4906,0.371174,0.0482468,0.0509613
2.46574,0.400891,0.0491254,0.0626043
2.50238,0.396404,0.0481586,0.0623491
2.52014,0.531557,0.0489126,0.0440791
2.48247,0.37491,0.0485388,0.0599418
2.52455,0.394594,0.0492907,0.0592225
2.57967,0.436187,0.0474923,0.0591383
2.51961,0.431884,0.0503366,0.0579556
2.54866,0.462308,0.047952,0.0705907
2.55377,0.362117,0.0482007,0.0655525
2.55569,0.510033,0.0494725,0.0493722
2.47699,0.471184,0.048612,0.0476187
2.57721,0.432339,0.0485284,0.049758
2.53118,0.431898,0.0476361,0.0479484
2.51639,0.399217,0.0486517,0.0530634
2.54935,0.488238,0.0477983,0.0472527
2.48999,0.341067,0.0492452,0.0801313
2.56963,0.432465,0.0494897,0.044068
2.49512,0.548705,0.0473831,0.0403195
2.47389,0.387183,0.0463974,0.0626584
2.47451,0.401018,0.0479376,0.0595471
2.50329,0.46302,0.0506855,0.0477093
2.53701,0.438104,0.04852,0.0609371
2.54194,0.469011,0.0493169,0.0489643
2.53536,0.487033,0.0488203,0.0542559
2.49412,0.447595,0.051593,0.0605413
2.47056,0.441041,0.0490922,0.0601882
2.54619,0.404282,0.0506294,0.0559864
2.54626,0.512362,0.0483538,0.0561209
2.53231,0.476007,0.0475647,0.0508365
2.5168,0.337121,0.047018,0.0739333
2.57262,0.483567,0.0503329,0.0628854
2.59838,0.417842,0.0493241,0.0524053
2.55393,0.492487,0.0476776,0.0508296
2.55496,0.512094,0.0480565,0.0469065
2.58028,0.298864,0.0484603,0.0885795
2.60329,0.33683,0.0486309,0.0660803
2.54936,0.499063,0.0478398,0.0524126
2.48385,0.442543,0.047954,0.0603777
2.54395,0.392815,0.0492339,0.0589389
2.54871,0.503326,0.047348,0.0519662
2.54071,0.456731,0.0491106,0.0561966
2.54364,0.52032,0.0479771,0.0501904
2.53821,0.422372,0.0487084,0.0576962
2.5504,0.360476,0.0491473,0.0707715
2.52095,0.467001,0.0478043,0.0579618
2.50552,0.491687,0.0503687,0.0507564
2.60217,0.480952,0.0486064,0.0649701
2.55964,0.461402,0.0510772,0.0579761
2.53285,0.43528,0.0503819,0.0643918
2.53976,0.42729,0.0480679,0.056097
2.47879,0.53558,0.0510493,0.0520009
2.584,0.503272,0.0475751,0.054694
2.61966,0.394868,0.0473194,0.0609412
2.60342,0.431571,0.0479911,0.0710545
2.59557,0.505633,0.0482093,0.0493192
2.5299,0.436019,0.0498207,0.0727488
2.56725,0.40521,0.0486764,0.0721122
2.6378,0.479424,0.0476408,0.0539734
2.61723,0.485442,0.0467496,0.0606799
2.56766,0.458746,0.0474828,0.0636054
2.58723,0.400702,0.0491936,0.0681701
2.58112,0.47796,0.047674,0.0624289
2.59209,0.429647,0.0479386,0.0661861
2.61531,0.415432,0.0506292,0.0650369
2.60052,0.392474,0.0500662,0.0705044
2.56404,0.463998,0.0487894,0.0542981
2.63266,0.455939,0.0480335,0.0515742
2.60751,0.40571,0.0501378,0.0606776
2.60095,0.454763,0.0493583,0.0516417
2.55835,0.413488,0.048355,0.0508997
2.56529,0.501803,0.0530828,0.0504543
2.57301,0.436339,0.0505771,0.055921
2.61176,0.512859,0.0485062,0.0553428
2.55711,0.299483,0.0501982,0.079784
2.60658,0.421616,0.0477881,0.0746792
2.58566,0.459002,0.0507802,0.0656268
2.60197,0.478935,0.0482414,0.0661377
2.55294,0.475154,0.0548361,0.0586322
2.5772,0.581506,0.0475848,0.0504035
2.57493,0.48897,0.0509957,0.0614864
2.60577,0.514532,0.05251,0.0487637
2.6222,0.473521,0.0483899,0.0559789
2.61179,0.465901,0.0477757,0.062536
2.59887,0.410281,0.048624,0.0615844
2.63401,0.555512,0.0489322,0.0568665
2.65425,0.544324,0.0477169,0.0553578
2.57195,0.512548,0.0486951,0.0593492
2.61923,0.422256,0.0478254,0.0721632
2.65571,0.493078,0.0473145,0.0587994
2.63407,0.491568,0.0481458,0.0549329
2.56231,0.542721,0.0479892,0.0498383
2.57499,0.565495,0.0498326,0.0565996
2.59772,0.482165,0.053244,0.050156
2.60691,0.525533,0.0503298,0.0496096
2.59096,0.560331,0.0482131,0.0560601
2.61095,0.578929,0.0477189,0.0435824
2.62874,0.514944,0.0488943,0.0482949
2.66484,0.590146,0.0479434,0.0440932
2.61571,0.429412,0.0486681,0.0704445
2.60532,0.530126,0.0478379,0.0586458
2.55976,0.550938,0.047542,0.0694531
2.58091,0.522799,0.0485808,0.0609044
2.57558,0.437057,0.049432,0.0763068
2.66988,0.458398,0.0480951,0.0638857
2.60582,0.489471,0.0505295,0.0566654
2.58783,0.483054,0.0480227,0.0673447
2.62229,0.515073,0.047676,0.0557928
2.68378,0.441107,0.0475446,0.0597253
2.58767,0.392788,0.0487918,0.0771765
2.60522,0.465974,0.047216,0.065038
2.60387,0.524973,0.0480848,0.053871
2.56003,0.482036,0.0465813,0.0584604
2.66878,0.489987,0.0475719,0.0496852
2.68263,0.442531,0.0466744,0.0574725
2.59473,0.553594,0.0535742,0.0499059
2.64057,0.51723,0.049187,0.0512242
2.66787,0.560522,0.0495839,0.0484152
2.60744,0.477959,0.0470357,0.0580904
2.64764,0.470077,0.0475284,0.0606209
2.62695,0.55517,0.0479397,0.0488021
2.62051,0.565092,0.0474534,0.0529325
2.54971,0.490531,0.0490255,0.0608181
2.6327,0.483046,0.0483637,0.0606694
2.62237,0.534542,0.0529694,0.0589919
2.61345,0.557738,0.0524291,0.0475263
2.70742,0.501263,0.0471929,0.05832
2.58121,0.543726,0.0475967,0.0561595
2.61276,0.350653,0.0474739,0.0835454
2.65441,0.443699,0.0468909,0.0630605
2.59793,0.555839,0.0483889,0.0560906
2.6398,0.470836,0.0481075,0.070798
2.70227,0.511192,0.0477542,0.0586359
2.57948,0.596323,0.0480239,0.0528301
2.62038,0.61482,0.0479245,0.0468419
2.65075,0.438549,0.0487982,0.0712675
2.62202,0.594816,0.0489182,0.053738
2.68147,0.522629,0.0471682,0.0657651
2.63596,0.35697,0.0481964,0.0834368
2.6342,0.571697,0.046441,0.0584515
2.69683,0.604619,0.0476031,0.0525477
2.61917,0.502701,0.0474139,0.0549217
2.6207,0.574191,0.0481314,0.0560649
2.70712,0.559271,0.0479145,0.0591469
2.68469,0.57517,0.0494371,0.0532491
2.71185,0.558993,0.0483373,0.054596
2.67171,0.466373,0.0477066,0.0708892
2.70941,0.540339,0.0476873,0.0653835
2.65449,0.522676,0.0475481,0.0623751
2.74356,0.572339,0.0496769,0.0488598
2.69007,0.473159,0.0485404,0.0701685
2.65204,0.521742,0.0525268,0.0789624
2.67099,0.615429,0.0486224,0.0553399
2.72383,0.554442,0.0486292,0.0526735
2.69675,0.558002,0.0473141,0.0648218
2.73562,0.497068,0.0488564,0.068286
2.69685,0.61117,0.0503502,0.0478389
2.66301,0.5166,0.0481751,0.0669027
2.63011,0.603615,0.0490018,0.0468484
2.70469,0.570149,0.0471608,0.0563331
2.71376,0.571397,0.0479731,0.0727725
2.58594,0.382514,0.0490121,0.0841422
2.68894,0.565671,0.0462926,0.057
2.68742,0.583943,0.0484188,0.0544306
2.6474,0.56449,0.0468733,0.0691716
2.6298,0.542755,0.0485018,0.0584531
2.57945,0.514432,0.0500182,0.0622222
2.74487,0.581821,0.0498025,0.061564
2.6685,0.514575,0.0471481,0.0635116
2.66851,0.622932,0.0472073,0.0523348
2.68519,0.527863,0.0476529,0.0682949
2.64443,0.489439,0.0474498,0.0755427
2.64947,0.66355,0.0473642,0.0542679
2.68799,0.571685,0.0478818,0.0625728
2.75413,0.507896,0.046295,0.0636659
2.71714,0.610243,0.0473512,0.0570734
2.65301,0.475644,0.0483048,0.0709676
2.64869,0.597623,0.0502119,0.0493279
2.65234,0.551951,0.0523337,0.0588191
2.66052,0.602891,0.0481212,0.0721594
2.69536,0.598701,0.0477612,0.060881
2.73441,0.681193,0.0470545,0.0508894
2.69285,0.601351,0.0488025,0.0572512
2.64961,0.554438,0.0486398,0.0644548
2.68075,0.628058,0.0478934,0.0491684
2.73983,0.478357,0.0474147,0.0850925
2.69013,0.637811,0.0489437,0.0545808
2.70415,0.618748,0.0469734,0.0640512
2.69103,0.551306,0.047846,0.0781671
2.71411,0.552479,0.0499497,0.0596061
2.71207,0.635976,0.0476644,0.0443491
2.66624,0.580902,0.0482456,0.0548267
2.73616,0.591348,0.0466455,0.0557579
2.66153,0.649267,0.0480599,0.0462826
2.68402,0.595777,0.0471759,0.0537763
2.70359,0.626778,0.0476509,0.0494642
2.73966,0.55638,0.0472191,0.0807634
2.70733,0.577049,0.0458387,0.060722
2.69096,0.514052,0.0468465,0.0648683
2.69323,0.541356,0.0492624,0.0604634
2.73964,0.618471,0.0469908,0.0585615
2.70748,0.476921,0.0476098,0.0738367
2.67634,0.537571,0.0466312,0.0576586
2.75259,0.536121,0.0478806,0.0691147
2.72372,0.645414,0.0464603,0.0485166
2.72326,0.459606,0.0474944,0.0749217
2.69918,0.597876,0.0482318,0.0583027
2.66987,0.553126,0.0477973,0.0587239
2.74043,0.599246,0.048246,0.0607221
2.74619,0.673837,0.0498385,0.051655
2.7208,0.58651,0.0484717,0.0593341
2.69871,0.662605,0.0513063,0.053386
2.68602,0.569816,0.0481434,0.069237
2.70417,0.599252,0.047014,0.0522507
2.73771,0.583697,0.0484251,0.072085
2.75169,0.641471,0.0470796,0.0591575
2.70662,0.53105,0.0481051,0.0704509
2.75845,0.608607,0.0474022,0.0574593
2.75118,0.626697,0.0473192,0.0673057
2.76872,0.637758,0.0501269,0.0535868
2.70603,0.626462,0.050177,0.0584777
2.6955,0.553526,0.0480886,0.0651917
2.77366,0.616535,0.0469902,0.0524734
2.7064,0.6623,0.0488235,0.0627725
2.78004,0.576626,0.0469311,0.0543575
2.67642,0.600224,0.0457072,0.0598239
2.71359,0.728452,0.0479397,0.0550982
2.74082,0.501955,0.047622,0.078554
2.75599,0.637787,0.0483629,0.0470284
2.76313,0.602007,0.0472495,0.0559248
2.75541,0.687697,0.0497824,0.0521657
2.74223,0.598363,0.0482156,0.0644585
2.72298,0.60884,0.0526092,0.0563376
2.75024,0.600289,0.0492973,0.0650098
2.79158,0.608075,0.0473388,0.0542615
2.74057,0.604417,0.0471182,0.0554645
2.76111,0.671778,0.0486705,0.056948
2.75753,0.696148,0.0469002,0.0484401
2.7758,0.584563,0.0486766,0.0609329
2.78877,0.608632,0.0478676,0.066151
2.69596,0.659217,0.0472017,0.0544403
2.73053,0.699344,0.0472435,0.0607116
2.80371,0.696014,0.0471651,0.0584199
2.7398,0.638257,0.0476708,0.066729
2.74054,0.61498,0.0463516,0.0558501
2.78579,0.666846,0.0485887,0.0593071
2.74423,0.64108,0.0495937,0.0556157
2.69977,0.658232,0.0502795,0.0592032
2.75121,0.666453,0.0466895,0.0550793
2.78316,0.610698,0.0478419,0.0627019
2.70047,0.63955,0.0504752,0.0639436
2.75779,0.673713,0.0513422,0.0613222
2.75302,0.700926,0.0485032,0.0547874
2.81778,0.616208,0.0463161,0.0576464
2.67178,0.599283,0.0498018,0.0700814
2.75689,0.599073,0.0466336,0.0583766
2.75499,0.554846,0.0459298,0.074997
2.75555,0.550513,0.047321,0.0566903
2.70313,0.611381,0.0475071,0.0772033
2.77867,0.765967,0.0466722,0.055569
2.73245,0.682964,0.0489495,0.0668815
2.69427,0.599595,0.0494047,0.064134
2.72345,0.753346,0.0482183,0.0552054
2.74728,0.632642,0.0492508,0.0603109
2.73621,0.693981,0.049554,0.0517313
2.78774,0.583819,0.0473455,0.0680582
2.75155,0.675606,0.0474573,0.0616067
2.76183,0.57576,0.0471645,0.0708181
2.79399,0.831959,0.0465552,0.0558238
2.82718,0.669499,0.0462405,0.0501483
2.73503,0.537419,0.0469906,0.0721924
2.76504,0.712287,0.0465354,0.0578979
2.78035,0.606422,0.0470333,0.0652385
2.74809,0.652595,0.0467464,0.0625201
2.78888,0.667498,0.0483058,0.0611045
2.7906,0.698508,0.0476533,0.0582375
2.77888,0.582819,0.0461125,0.0709706
2.79021,0.750728,0.045662,0.0572903
2.77491,0.683312,0.0488443,0.0598777
2.77307,0.669608,0.0478994,0.056904
2.68076,0.670552,0.0503999,0.056125
2.84515,0.566542,0.0469703,0.0899942
2.83135,0.619552,0.0471189,0.0614352
2.7502,0.595764,0.0515104,0.0646902
2.75052,0.660192,0.0464038,0.0518836
2.76474,0.66094,0.0493485,0.0673064
2.77343,0.592592,0.0468585,0.0715405
2.78289,0.718005,0.0466322,0.0575596
2.73399,0.531496,0.0488795,0.0751386
2.74398,0.653689,0.0476294,0.0580712
2.7761,0.634496,0.0468325,0.0635943
2.75992,0.627614,0.047583,0.0612541
2.78214,0.716808,0.0468477,0.0620297
2.81079,0.642116,0.0479088,0.0662412
2.82768,0.635521,0.047466,0.0727426
2.82035,0.580222,0.0479887,0.0694539
2.80956,0.621844,0.0477763,0.0676778
2.77462,0.642239,0.0472876,0.0612192
2.71803,0.59272,0.048848,0.0797428
2.80002,0.664375,0.0466112,0.066052
2.80173,0.773091,0.0474218,0.0510515
2.8165,0.724667,0.046982,0.0595421
2.73963,0.715436,0.047498,0.0489594
2.84323,0.595871,0.0462798,0.0755072
2.75561,0.737415,0.0469633,0.0547397
2.77908,0.673362,0.0501069,0.0613796
2.73948,0.666974,0.0469495,0.0659194
2.81212,0.717965,0.0482033,0.0576841
2.77117,0.761792,0.0466925,0.0541251
2.78409,0.70612,0.0470633,0.0513375
2.83718,0.616278,0.0478439,0.0655682
2.78001,0.66186,0.0492091,0.0645302
2.80917,0.645684,0.0487504,0.0609906
2.78521,0.623908,0.046478,0.0589099
2.78057,0.622859,0.0472583,0.0594045
2.83915,0.686322,0.0455434,0.0577972
2.80479,0.651189,0.0476499,0.0621257
2.79059,0.680143,0.0501015,0.0682917
2.73342,0.66215,0.0487415,0.0488637
