Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
-137.433,-140.767,0.324067,0.425301
-137.8,-141.2,0.44824,0.410774
-136.933,-140.867,0.321395,0.425436
-137.667,-143.633,0.46568,2.94177
-138.567,-141.5,1.08668,0.511365
-137.933,-141.3,0.380361,0.429247
-137.6,-141.3,0.397116,0.452706
-137.1,-141.2,0.296919,0.419085
-136.933,-140.967,0.317799,0.399665
-137.767,-141.133,0.36098,0.459218
-137.567,-141.267,0.274106,0.509526
-137.5,-141.1,0.425481,0.482689
-137.533,-140.733,0.331258,0.299169
-137.133,-141.233,0.397502,0.590506
-136.967,-141.133,0.305066,0.476417
-136.733,-141.267,0.253406,0.546532
-136.7,-140.5,0.292237,0.388779
-137,-140.733,0.275431,0.361775
-136.4,-140.567,0.247284,0.497542
-137.033,-141,0.260342,0.395376
-137,-140.433,0.406838,0.309554
-136.467,-140.367,0.274316,0.350643
-136.633,-140.6,0.26472,0.448753
-137.433,-139.967,0.309554,0.372884
-136.467,-140.967,0.218318,0.432803
-136.5,-143.6,0.294587,3.02161
-136.633,-140.2,0.281553,0.363255
-136.567,-140.533,0.218055,0.364308
-136.367,-140.533,0.289603,0.411706
-136.767,-140.8,0.294327,0.44824
-136.167,-140.5,0.220153,0.414535
-136.333,-140.367,0.226586,0.347349
-136.2,-140.367,0.312204,0.422046
-136.2,-139.867,0.250975,0.294522
-136.667,-140.1,0.346852,0.340216
-136.4,-143.433,0.260856,2.94263
-135.867,-139.967,0.23358,0.293545
-136.733,-143.067,0.348835,2.61338
-136.5,-140.3,0.338183,0.33954
-136.333,-140.733,0.241325,0.509526
-136.433,-140.833,0.282368,0.479663
-136.867,-139.8,0.317075,0.360077
-136.7,-139.9,0.292237,0.404998
-136.033,-142.467,0.237241,3.24471
-136.033,-140.533,0.255889,0.324244
-136.5,-140.667,0.31349,0.413378
-136.167,-139.867,0.244871,0.270093
-135.933,-140.3,0.253406,0.392897
-136.1,-140.067,0.231685,0.420545
-137.233,-140.333,1.41801,0.356655
-137.033,-139.367,1.26353,0.326892
-136.433,-140.167,0.218055,0.465063
-136.233,-140.133,0.252269,0.408905
-136.233,-139.867,0.238209,0.33471
-136.267,-140,0.270943,0.349055
-136.2,-139.933,0.272915,0.345524
-135.933,-139.567,0.191385,0.290395
-136.267,-139.7,0.270943,0.314953
-136,-140.333,0.262613,0.407779
-135.433,-139.933,0.247671,0.279299
-135.767,-139.733,0.242986,0.377327
-135.967,-139.6,0.211635,0.370151
-136.1,-139.7,0.322882,0.395811
-136.333,-140.067,0.255214,0.52508
-136.1,-140.6,0.199712,0.411334
-136.133,-140.3,0.201907,0.332701
-135.9,-139.5,0.241404,0.324303
-135.9,-140.133,0.129987,0.364308
-136.133,-139.4,0.261443,0.347735
-136,-140.133,0.219718,0.403244
-135.767,-139.767,0.212718,0.351298
-136,-140,0.219718,0.37753
-135.7,-139.833,0.267599,0.44226
-135.533,-139.367,0.218318,0.353905
-135.8,-139.367,0.194168,0.301274
-135.5,-140.033,0.228689,0.413795
-135.967,-139.2,0.305066,0.250975
-135.8,-139.467,0.259973,0.313429
-135.867,-139.667,0.212988,0.369322
-135.867,-139.733,0.212988,0.371184
-135.633,-139.467,0.216998,0.30974
-135.333,-140.1,0.187747,0.276887
-135.533,-139.333,0.196131,0.308252
-136.033,-139,0.211635,0.262613
-135.833,-139.067,0.25857,0.317799
-135.467,-139.3,0.19018,0.36562
-135.6,-139.233,0.251889,0.256785
-135.5,-139.5,0.184141,0.481258
-135.767,-139.233,0.207244,0.397357
-135.9,-139.3,0.276887,0.258866
-135.433,-139.233,0.256785,0.274106
-135.7,-139.467,0.215225,0.324244
-136.867,-139.3,1.29165,0.249828
-135.5,-138.933,0.171203,0.262321
-135.5,-139.433,0.124568,0.351298
-136.5,-139.3,1.23526,0.371855
-135.367,-139.533,0.155241,0.379756
-135.5,-139.033,0.223607,0.269027
-135.633,-139.233,0.297435,0.341341
-135.467,-139.033,0.141692,0.251356
-135.267,-139.4,0.172429,0.476095
-135.767,-138.833,0.223264,0.209451
-135.4,-139.233,0.183203,0.298207
-135.6,-139.233,0.242591,0.294327
-135.367,-139.333,0.194661,0.311958
-135.3,-139.433,0.204265,0.34801
-135.433,-139.267,0.223264,0.355364
-135.267,-139.067,0.151113,0.291383
-135.367,-138.867,0.188663,0.223521
-135.3,-139.2,0.167126,0.347073
-135.533,-139,0.228606,0.214423
-135.433,-139.333,0.183725,0.3045
-135.333,-139.067,0.175075,0.253406
-135.433,-138.9,0.183725,0.250746
-135.367,-139.333,0.227345,0.272634
-135.6,-139.3,0.237806,0.356064
-135.1,-139.3,0.193872,0.374933
-135.367,-139.267,0.200478,0.345524
-135.133,-138.9,0.149584,0.236595
-135.333,-139.033,0.154126,0.330389
-135.1,-139.067,0.168496,0.239412
-135.167,-139.033,0.159621,0.269027
-135.067,-139.4,0.172429,0.4
-135.433,-138.767,0.183725,0.316893
-135.367,-139.233,0.206132,0.351298
-135.233,-138.933,0.201622,0.283384
-135.267,-139.067,0.151113,0.306757
-135.4,-138.6,0.148556,0.260856
-135.267,-139.067,0.224547,0.355364
-135.167,-138.933,0.179932,0.295302
-135.233,-139.067,0.212718,0.234562
-135.033,-139.1,0.13116,0.336821
-134.9,-138.433,0.193872,0.278268
-135.267,-138.567,0.165629,0.247671
-135.067,-139.367,0.126249,0.413795
-135.4,-138.933,0.222834,0.266667
-135.1,-138.6,0.16153,0.217615
-135.233,-138.467,0.141286,0.243222
-135.167,-138.9,0.159621,0.231685
-136.7,-138.7,1.33662,0.215225
-135,-139.133,0.135613,0.30974
-134.8,-138.6,0.175512,0.294001
-135.133,-138.667,0.141692,0.272634
-135,-139.1,0.135613,0.22667
-135.067,-138.4,0.135046,0.256412
-135.133,-138.333,0.157081,0.241325
-135.033,-138.2,0.147651,0.246353
-135.5,-138.567,0.228689,0.278268
-135,-138.833,0.126854,0.192284
-135.067,-138.5,0.106494,0.243301
-134.9,-138.867,0.120821,0.270093
-134.967,-138.7,0.155241,0.307567
-135.1,-138.633,0.120821,0.242038
-135.2,-138.6,0.138962,0.273756
-135.2,-138.733,0.147001,0.283384
-135.1,-138.633,0.138547,0.312511
-135.1,-138.5,0.168496,0.23853
-135.4,-138.5,0.140606,0.233662
-135.067,-138.533,0.106494,0.270093
-135,-138.6,0.117444,0.290065
-135.167,-138.567,0.159621,0.1492
-134.967,-138.5,0.155241,0.196229
-135.1,-138.733,0.120821,0.321395
-135.1,-139.333,0.120821,0.3905
-135.1,-138.767,0.0877562,0.228354
-135.067,-138.567,0.106494,0.207244
-134.867,-138.733,0.141692,0.257902
-134.833,-138.5,0.127607,0.23853
-135.233,-138.467,0.141286,0.243222
-135.033,-138.8,0.101521,0.226923
-134.967,-138.567,0.176057,0.261223
-134.9,-138.433,0.120821,0.212718
-134.9,-138.433,0.138547,0.212718
-135.033,-138.433,0.112274,0.242986
-135.1,-138.467,0.120821,0.23358
-135.167,-138.367,0.084191,0.182469
-134.967,-138.367,0.122083,0.200478
-134.833,-138.267,0.118257,0.178971
-134.933,-138.733,0.0950902,0.324952
-135.3,-138.067,0.173867,0.191385
-135.1,-138.4,0.146609,0.232922
-134.9,-138.7,0.138547,0.280189
-134.867,-138.567,0.0792687,0.282368
-135.133,-138.333,0.19018,0.175075
-134.9,-138.3,0.1109,0.24045
-136.367,-138.6,1.30383,0.201146
-135.2,-138.367,0.168836,0.194661
-134.8,-138.433,0.100573,0.195838
-134.967,-138.4,0.0894855,0.212267
-134.867,-138.267,0.133333,0.219369
-135.067,-138.1,0.126249,0.175185
-134.867,-138.367,0.141692,0.194661
-134.767,-138.467,0.1492,0.223521
-134.8,-138.467,0.181944,0.228606
-134.967,-138.667,0.155241,0.210819
-135.033,-138.6,0.122083,0.256412
-134.833,-138.333,0.144503,0.226586
-134.933,-138.433,0.106494,0.212718
-134.933,-138.267,0.11679,0.270943
-134.733,-138.367,0.126249,0.255889
-134.867,-138.433,0.124414,0.238209
-134.7,-138.467,0.167126,0.201907
-134.933,-138.267,0.135046,0.219369
